Equipo	Denominación	NºIdentif.técn.	Fabricante	Denomin.tipo	Fe.puesta serv.	   Número de serie según el fabricante	  Tamaño/Dimensión
5000202345	"ValregulT a/a surge/linea 3""PG0480B01P	TCV708A	GULDE	1012	20130101	22538-3-1	
5000202369	Motor bomba pre/post lubricacion	MP161B	SOLAR	186812-11	20130101	186812-11	
5000202399	"Valregul Ta/a surge/linea 3""PG0480B01P	TCV708B	GULDE	1012	20130101	22538-3-2	
5000202454	Valv contro temp./antibombeo M-160C	TCV708C	GULDE	1012	20130101	24861-2	
5000202470	Indicador presion diferencial filtros	PDI902	SOLAR	1012837-3	20130101	19058073	
5000202471	Manometro presion aceite	PI901	SOLAR	190206-6	20130101		
5000202472	Pt-100, remperatura aceite	RT380	SOLAR	964192C1	20130101		
5000202473	Pt-100, remperatura aceite,carter	RT390	SOLAR	959839C1	20130101		
5000202475	S/D  presion alta carter	S324-2A	SOLAR	190299-2	20130101	190299-2	
5000202480	Detector vibracion enfriador aceite	S598	FRANK-MURPHY-MFR	VS-2-EX	20130101	VS-2-EX	
5000202483	Termometro colector aceite	TI902	SOLAR	186780-4	20130101		
5000202484	transmisor presion aceite	TP380A	SOLAR	1029610-11	20130101	8155768	
5000202485	Indicador presion diferencial filtros	PDI902	SOLAR	1012837-3	20130101	19058073	
5000202486	Manometro presion aceite	PI901	SOLAR	190206-6	20130101		
5000202487	Pt-100, remperatura aceite	RT380	SOLAR	964192C1	20130101		
5000202488	Pt-100, remperatura aceite,carter	RT390	SOLAR	959839C1	20130101		
5000202490	S/D  presion alta carter	S324-2B	SOLAR	190299-2	20130101	190299-2	
5000202495	Detector vibracion enfriador aceite	S598	FRANK-MURPHY-MFR	VS-2-EX	20130101	VS-2-EX	
5000202496	termometro entrada enfriador	TI902	SOLAR	186780-4	20130101		
5000202497	transmisor presion aceite	TP380B	SOLAR	1029610-11	20130101	8155768	
5000202498	Indicador presion diferencial filtros	PDI902	SOLAR	1012837-3	20130101	19058073	
5000202499	Manometro presion aceite	PI901	SOLAR	190206-6	20130101		
5000202500	Pt-100, remperatura aceite	RT380	SOLAR	964192C1	20130101		
5000202501	Pt-100, remperatura aceite,carter	RT390	SOLAR	959839C1	20130101		
5000202503	S/D  presion alta carter	S324-2C	SOLAR	190299-2	20130101	190299-2	
5000202508	Detector vibracion enfriador aceite	S598	FRANK-MURPHY-MFR	VS-2-EX	20130101	VS-2-EX	
5000202509	termometro entrada enfriador	TI902	SOLAR	186780-4	20130101		
5000202510	transmisor presion aceite	TP380C	SOLAR	1029610-11	20130101	8155768	
5000202511	Bujia encendido	BUJIA	SOLAR	903316C1	20130101	903316C1	
5000202514	Manometro PCD	PI930	SOLAR	190206-8	20130101		
5000202516	Pt-100 temperatura fuel gas	RT586	SOLAR	964192C1	20130101		
5000202518	presion switch S/D high start	S3411	SOLAR	190298-18	20130101	190298-18	
5000202519	Presion switch check gas valves	S342-1A	SOLAR	190298-16	20130101	190298-16	
5000202520	Alarma baja presion fuel gas	S3861	SOLAR	190298-49	20130101	190298-49	
5000202521	S/D alta presion fuel gas	S3862	SOLAR	190298-57	20130101	190298-57	
5000202523	Transmisor presion fuel gas	TP586A	SOLAR	1029610-17	20130101	1733973	
5000202527	Bujia encendido	BUJIAB	SOLAR	903316C1	20130101	903316C1	
5000202530	Manometro PCD	PI930	SOLAR	190206-8	20130101		
5000202532	Pt-100 temperatura fuel gas	RT586	SOLAR	964192C1	20130101		
5000202534	presion switch S/D high start	S3411	SOLAR	190298-18	20130101	190298-18	
5000202535	Presion switch check gas valves	S342-1B	SOLAR	190298-16	20130101	190298-16	
5000202536	Alarma baja presion fuel gas	S3861	SOLAR	190298-49	20130101	190298-49	
5000202537	S/D alta presion fuel gas	S3862	SOLAR	190298-57	20130101	190298-57	
5000202539	Transmisor presion fuel gas	TP586B	SOLAR	1029610-17	20130101	1670224	
5000202543	Bujia encendido	BUJIAC	SOLAR	903316C1	20130101	903316C1	
5000202545	Reguladora de fuel gas de encendido	PCV930C	SOLAR	186273-2	20130101	186273-2	
5000202546	Manometro PCD	PI930	SOLAR	190206-8	20130101		
5000202548	Pt-100 temperatura fuel gas	RT586	SOLAR	964192C1	20130101		
5000202553	S/D alta presion fuel gas	S3862	SOLAR	190298-57	20130101	190298-57	
5000202555	Transmisor presion fuel gas	TP586C	SOLAR	1029610-17	20130101	1707201	
5000202589	Trans. pres. aceite s/d	PT441C	SOLAR	8369803	20130101	8369803	
5000202614	Separador por succión	V119E	ATLANTIC-MECANICA	V119E	20130101		
5000202639	Separador por succión	V119F	ATLANTIC-MECANICA	V119F	20130101		
5000202779	Bomba A inhibidor cabeza pozo	P128A	MILTON-ROY	1-4E8-56-5M-266-X-4-M-B	20130101	86/42/0082/01/03	
5000202780	Bomba B inhibidor cabeza pozo	P128B	MILTON-ROY	1-4E8-56-5M-266-X-4-M-B	20130101	86/42/0082/01/04	
5000202781	Bomba D inhibidor cabeza pozo	P128D	MILTON-ROY	1-4E8-56-5M-266-X-4-M-B	20130101	86/42/0082/01/05	
5000202782	Bomba F inhibidor cabeza pozo	P128F	MILTON-ROY	1-4E8-56-5M-266-X-4-M-B	20130101	86/42/0082/01/06	
5000202806	Bomba A inyección de metanol	P127A	MILTON-ROY	PMXC1-15E32-163-SM220X45	20130101	64950021-1027	
5000202807	Bomba S inyección de metanol	P127S	MILTON-ROY	PMXC1-15E32-163-SM220X45	20130101	64950020/1027	
5000202819	Bomba de metanol A	P302A	LEWA	EG1	20130101	279025010002	
5000202974	VÁLVULA CHOKE G-5	YV704A	MOKVELD	CHV	20130101	21287-001	
5000203036	VÁLVULA CHOKE G-7	XV704B	MOKVELD	CHV	20210101	21287-001	
5000203081	VÁLVULA CHOKE G-9	XV704C	MOKVELD	CHV	20130101	21287001	
5000203125	VÁLVULA CHOKE G-10	XV704E	MOKVELD	CHV	20130101	21287001	
5000203169	VÁLVULA CHOKE G-11	XV704F	MOKVELD	CHV	20130101	21287001	
5000203197	"Válvula manual post. BDV-05 / 4"""	HCV024	GULDE	110000	20130101	6850-28	
5000203252	Bomba condensado A	P301A	THYSSEN-MASCHINENBAU	RDP-406-080--75-32	20130101		
5000203274	Bomba condensado B	P301B	THYSSEN-MASCHINENBAU	RDP-406-080--75-32	20130101		
5000203296	Válvula reg. manual salida V-112A	HCV022A	GULDE	1100-HCV022A	20130101	325100A351CF8M	
5000203333	Separador de producción A	V112A	B-W-ESPAÑOLA	V112A	20130101		
5000203393	Separador de producción B	V112B	B-W-ESPAÑOLA	V112B	20130101		
5000203394	"Vál. despr. a antorcha 8""F-032"	HCV045	GULDE	1120-HCV045	20130101	16850-27	
5000203592	Valv.reg. nivel/control V-121	LCV024	GULDE	1100-LCV024	20130101	6850-9	
5000203618	Valv.reg.presion aire planta.	PCV60	GULDE	1100-PCV60	20130101	6850-18	
5000203630	Compresor aire arranque en frio DITER	C202	ARIZAGA-BASTARRIKA	VA-70-R	20130101	126592	
5000203727	Compresor de Aire Drilling A	C201A	INGERSOLL-RAND	R90-110IU	20130101	6009014	
5000203748	Compresor de Aire Drilling B	C201B	INGERSOLL-RAND	R90-160IU	20130101	5340101	2703KG_99KW_10BAR
5000203769	Compresor de Aire Drilling C	C201C	INGERSOLL-RAND	R90-110IU	20130101	6009013	
5000203786	Secador aire (Drilling)	D201A	INGERSOLL-RAND	D900IL	20130101	354631	
5000203798	Secador aire (Drilling)	D201B	INGERSOLL-RAND	D900IL	20130101	354629	
5000203809	Secador aire (Drilling)	D201C	INGERSOLL-RAND	D900IL	20130101	354633	
5000203850	Calentador gas combustible	H126	ELTRON	DG-5873	20130101	DO5073	
5000203853	calentador gas combustible	H127	ELTRON	DG-5874	20130101	DO5874	
5000203856	Calentador fuel gas	H302	ELTRON	R47903-1	20130101	R47903	
5000203897	Valvula regulacion manual	HCV023A	GULDE	1100-HCV023A	20130101	VC6215420/1	
5000203907	Valvula reguladora nivel V-123	LCV032	GULDE	1100-LCV032	20130101		
5000203916	Valvula reguladora presurizacion	PCV031A	CAMERON	21500CL	20130101	ES00011491	
5000203917	Valvula reguladora despresurizacion	PCV031C	GULDE	1100-PCV031C	20130101	ES00011492	
5000203918	Valvula reguladora presion V-123	PCV059	GULDE	1120-PCV059	20130101	6850-21	
5000203942	Separador gas combustible	V123	SAJUSA	V123	20130101		
5000203954	Bomba jokey contraincendios	P-130	KSB	INP-40-200	20130101		
5000204076	Bomba contraincendios P-129A	P129A	WORTHINGTON	20-HS-500	20130101	M-123191	
5000204126	Motor vent.climatizador X151 cocina	MX151	SIEMENS	1LE10021CA034AA0	20130101	GMA326.1E	
5000204127	Motor vent.climatizador X152 vestuarios	MX152	SIEMENS	1LE10021AA422AA0	20130101	GMA326.1E	
5000204128	Motor vent.climatizador X153 habitac.	MX153	SIEMENS	1LE10021AA422AA0	20130101	GMA326.1E	
5000204129	Motor vent.climatizador X154 oficinas	MX154	SIEMENS	1LE10021CA034AA0	20130101	GMA326.1E	
5000204209	Compresor A	C134A	SCROLL	SZ-185	20130101	BD 1106276978	111KG2900RPM_34,3/
5000204235	Compresor S	C134S	SCROLL	SZ-185	20130101	VC 116099912	111KG2900RPM_34,3/
5000204273	Horno Cocina	HORNO3	FAGOR	CE9-41	20130101	1120327650 1108 000329	
5000204294	Valv.Regul.pres.desc.Bb sal.T121	PCV036	GULDE	1100-PCV036	20130101		
5000204359	Panel alumbr.Emerg.mod.1-2-3	LP121	CUTLER-HAMMER	LP121	20130101		
5000204377	SAI 110 Vcc    SAI-110Vcc-1	X121A1	SAFT-POWER-SYSTEMS	TPR-0438	20070101	 	
5000204378	SAI 24 Vcc   SAI-24Vcc-1	X121C1	SAFT-POWER-SYSTEMS	TPR-0439	20070101	TPR-0439	
5000204379	SAI 12 Vcc    SAI-12Vcc-1	X121D1	SAFT-POWER-SYSTEMS	TPR0440	20070101	TPR-0440	
5000204390	Panel alimentacion SAI-110Vca	X121B	SCHNEIDER	SYMMETRA-PX2-48KW	20130101	PD1135150012	
5000204391	Cuadro control 12 Vcc marino	CCM	SAFT	TPR-2X-75-A-2X-11-KBM-112P	20130101		
5000204396	Panel camaras frigorificas	KPP1	FRIGOR	KPP1	20130101		
5000204397	Panel alumbrado normal	LP120	CUTLER-HAMMER	LP120	20130101		
5000204402	Centro Control Motores	MCC120A	CONSONNI	MCC120A	20130101	A21930	
5000204412	Panel de distribucion de 600 V	SWB120	CONSONNI	SWB120	20130101	A21930	
5000204591	Generador electrico D	G202D	CAT	1356	20130101	SRH2EDO1668	
5000206173	Panel control encendido antorcha	CP126	GKN	CP126	20130101	C042	
5000206203	Válv.reguladora nivel en k.o.Drum	LCV023	GULDE	1100-LCV023	20130101	221650-1	
5000206237	ESTACIÓN MEGAFONÍA INTERIOR MOD.1	EST. INT. MOD.1	GAI-TRONICS	701-302	20130101		
5000206238	ESTACIÓN MEGAFONÍA INTERIOR MOD.410	EST. INT. MOD.410	GAI-TRONICS	701-302	20130101		
5000206239	ESTACIÓN MEGAFONÍA INTERIOR MOD.420	EST. INT. MOD.420	GAI-TRONICS	701-202	20130101		
5000206240	ESTACIÓN MEGAFONÍA INTERIOR MOD.430	EST. INT. MOD.430	GAI-TRONICS	701-302	20130101		
5000206241	ESTACIÓN MEGAFONÍA INTERIOR MOD.5	EST. INT. MOD.5	GAI-TRONICS	701-202	20130101		
5000206242	ESTACIÓN MEGAFONÍA INTERIOR MOD.6	EST. INT. MOD.6	GAI-TRONICS	701-302	20130101		
5000206243	ESTACIÓN MEGAFONÍA INTERIOR MOD.7	EST. INT. MOD.7	GAI-TRONICS	701-202	20130101		
5000206244	ESTACIÓN MEGAFONÍA INTERIOR MOD.8	EST. INT. MOD.8	GAI-TRONICS	7265-101	20130101		
5000206259	ALTAVOZ INTERIOR MOD. 7	ALT. INT. MOD.7	UNIVERSITY-SOUND	2-545-96-I	20130101	MM-2 16 ? 25W	
5000207137	Separador por succión M-160-C	V119G	SCHWARTZ	V119G	20130101	213-95/1	
5000208549	Calentador de agua sanitaria	H-146	LAPESA	H-146	20130101		2500L
5000208563	Bb recirculacion agua caliente	P-146A	KSB-ITUR	ILC-32-160-NUMSERIE7493802	20130101		
5000208564	Bb recirculacion agua caliente	P-146S	KSB	ETL032-032-160GBSAV11D200054	20130101		
5000208787	PSV42 V-121 RECIP. FLASH AGUA ACEITOSA	PSV42	NACIONAL	3-5261	20130101		
5000208822	TRATAMIENTO AGUAS FECALES	PSVM134	FACET	RF-2500C	20130101		
5000214438	Bombas de lodo	GA58B	BOMBAS-FELEZ	KIBER-N-80-MIXTA			
5000214439	Bombas dosificadoras sulfato aluminia	GA60B	MILTON-ROY	A-112AFR-131-CON-SERVO			
5000214440	Bombas dosificadoras polielectrolito	GA61B	MILTON-ROY	B-56AFR-161-CON-SERVO	20130101		
5000214483	Procesador PM865 -A SSPlataforma	PM865ASSP	ABB	PM865			
5000214484	Procesador PM865 -B SSPlataforma	PM865BSSP	ABB	PM865			
5000214485	BC810 A SSP	BC810ASSP	ABB	BC810			
5000216927	Aerorefrigerante de gas	EC-111A1	GEA	6400-2310-4V-EHS4-254R57X28	20130925		
5000216928	Aerorefrigerante de gas.	EC-111A2	GEA	6400-2310-4V-EHS4-254R57X28	20130925		
5000217662	Aerorefrigerante de gas.	EC-111C1	GEA	6400-2310-4V-EMS4-254R57X28	20130101		
5000217663	Aerorefrigerante de gas.	EC-111C2	GEA	6400-2310-4V-EMS4-254R57X28	20130101		
5000217724	Motor ventil.climatiz.X161-Solar	MX-161	ERSAIRE	H6-54-4P	20130101		
5000222975	Valv.reg.presion/lín bomb agua mar filtr	PCV039	SAMSON-RINGO	A494-M35-1			
5000222980	Valv.reg.Pre.  Anillo de Contra Incendio	PCV033	BELLINO	GVLN-82-ANSI-150-FF			
5000223430	P-130 Panel fuego y gas	PNFYG	ICS	PANEL-JOCKEY-P-130			
5000228560	Columna de secado FA37B	FA37B	AIRSEC	HD-076357-84			
5000246854	proteccion Catodica de Urguitxi	PCURGUITXI	ERICO	PEC-100			
5000246866	Proteccion Catodica de GAseoducto	PCGASEODUCTO	ERICO	PEC-100			
5000246876	Proteccion Catodica de Poliducto	PCPOLIDUCTO	ERICO	PEC-100			
5000248614	Solar E Centralita detecci F&G y disparo	SOLARE CENTRALITA	LLENARI	MPB-4-2-E			
5000255071	Solar E Presostato descarga CO2	SOLARE PSHCO2	KIDDE-FENWAL	PN 486536	20130101		
5000288650	Analizador punto rocio agua	AI188	GE	MOISTURE-MONITORS-SERIE-3	20201217	MMS3-3670E	
5000290951	Solar E Armario de botellas de extincion	SOLARE SISTEMAEXT	STAHL	8150/5-0360-0179-091-33			
5000292709	Presion cabezal aceite	PT3200	SOLAR	1029610-11			0-150 PSI
5000302615	Solar A DETECTOR IR	SOLARA IR1A	DET-TRONICS	X-3301	20150901		
5000302619	Solar A DETECTOR IR	SOLARA IR2A	DET-TRONICS	X-3301	20150901		
5000302620	Solar A DETECTOR IR	SOLARA IR3A	DET-TRONICS	X-3301	20150901		
5000302621	Solar A DETECTOR IR	SOLARA IR4A	DET-TRONICS	X-3301	20150901		
5000302622	Solar A DETECTOR IR	SOLARA IR5A	DET-TRONICS	X-3301	20150901		
5000302623	Solar A DETECTOR GAS	SOLARA WAS1	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302624	Solar A DETECTOR GAS	SOLARA WAS2	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302625	Solar A DETECTOR GAS	SOLARA WAS3	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302626	Solar A DETECTOR GAS	SOLARA WAS4	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302630	Solar A INDICADOR DESCARGA CO2 (MAIN)	SOLARA S599-10	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302631	Solar A INDICADOR DESCARGA CO2  (MAIN)	SOLARA S599-11	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302632	Solar A INDICADOR DESCARGA CO2 EXTENDET	SOLARA S599-12	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302633	Solar A INDICADOR DESCARGA CO2 EXTENDET	SOLARA S599-13	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302636	Solar A SOLENOIDE DISPARO CO2 EXTENDET	SOLARA L598A	ASCA	14462401-SOL-TYPE-NFM-1211	20150901		
5000302637	Solar A ALARMA ACÚSTICA Y ÓPTICA	SOLARA AH398	YOADLEX	ALARM-YL-60-B-D50-R-UL	20150901		
5000302638	Solar A ALARMA ÓPTICA	SOLARA DS398	YOADLEX	FL-60-B-D50-R-UL	20150901		
5000302639	Solar A ALARMA ACÚSTICA	SOLARA AH272	YOADLEX	YA-60-B-D-UL	20150901		
5000302640	Solar A PSI - CONFIRMACIÓN DE DISPARO	SOLARA S398-30	NEO-DYN	132P49CC6BGHN	20150901		
5000302642	Solar A CENTRALITA	SOLARA C95-8533	DET-TRONICS	95-8533		95-8533	
5000302646	Solar B DETECTOR IR	SOLARB IR1B	DET-TRONICS	X-3301	20150901		
5000302647	Solar B DETECTOR IR	SOLARB IR2B	DET-TRONICS	X-3301	20150901		
5000302648	Solar B DETECTOR IR	SOLARB IR3B	DET-TRONICS	X-3301	20150901		
5000302649	Solar B DETECTOR IR	SOLARB IR4B	DET-TRONICS	X-3301	20150901		
5000302650	Solar B DETECTOR IR	SOLARB IR5B	DET-TRONICS	X-3301	20150901		
5000302651	Solar B DETECTOR GAS	SOLARB WAS1	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302652	Solar B DETECTOR GAS	SOLARB WAS2	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302653	Solar B DETECTOR GAS	SOLARB WAS3	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302654	Solar B DETECTOR GAS	SOLARB WAS4	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302658	Solar B INDICADOR DESCARGA CO2 (MAIN)	SOLARB S599-10	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302659	Solar B INDICADOR DESCARGA CO2  (MAIN)	SOLARB S599-11	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302660	Solar B INDICADOR DESCARGA CO2 EXTENDET	SOLARB S599-12	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302661	Solar B INDICADOR DESCARGA CO2 EXTENDET	SOLARB S599-13	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302664	Solar B SOLENOIDE DISPARO CO2 (EXTENDET)	SOLARB L598A	ASCA	14462401-SOL-TYPE-NFM-1211	20150901		
5000302665	Solar B PSI - CONFIRMACIÓN DE DISPARO	SOLARB S398-30	NEO-DYN	132P49CC6BGHN	20150901		
5000302666	Solar B ALARMA ACÚSTICA Y ÓPTICA	SOLARB AH398	YOADLEX	ALARM-YL-60-B-D50-R-UL	20150901		
5000302667	Solar B ALARMA ÓPTICA	SOLARB DS398	YOADLEX	FL-60-B-D50-R-UL	20150901		
5000302668	Solar B ALARMA ACÚSTICA	SOLARB AH272	YOADLEX	YA-60-B-D-UL	20150901		
5000302670	Solar B CENTRALITA	SOLARB C95-8533	DET-TRONICS	95-8533	20150901	95-8533	
5000302673	Solar C DETECTOR IR	SOLARC IR1C	DET-TRONICS	X-3301	20150901		
5000302674	Solar C DETECTOR IR	SOLARC IR2C	DET-TRONICS	X-3301	20150901		
5000302675	Solar C DETECTOR IR	SOLARC IR3C	DET-TRONICS	X-3301	20150901		
5000302676	Solar C DETECTOR IR	SOLARC IR4C	DET-TRONICS	X-3301	20150901		
5000302677	Solar C DETECTOR IR	SOLARC IR5C	DET-TRONICS	X-3301	20150901		
5000302678	Solar C DETECTOR GAS	SOLARC WAS1	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302679	Solar C DETECTOR GAS	SOLARC WAS2	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302680	Solar C DETECTOR GAS	SOLARC WAS3	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302681	Solar C DETECTOR GAS	SOLARC WAS4	DET-TRONICS	MODEL-PIRCEL	20150901	MODEL PIRCEL	
5000302685	Solar C INDICADOR DESCARGA CO2  (MAIN)	SOLARC S599-10	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302686	Solar C INDICADOR DESCARGA CO2  (MAIN)	SOLARC S599-11	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302687	Solar C INDICADOR DESCARGA CO2  EXTENDET	SOLARC S599-12	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302688	Solar C INDICADOR DESCARGA CO2  EXTENDET	SOLARC S599-13	PROXIMITY	MODELO-12ADO	20150901	MODELO - 12ADO	
5000302691	Solar C SOLENOIDE DISPARO CO2 EXTENDET	SOLARC L598A	ASCA	14462401-SOL-TYPE-NFM-1211	20150901		
5000302692	Solar C PSI - CONFIRMACIÓN DE DISPARO	SOLARC S398-30	NEO-DYN	132P49CC6BGHN	20150901		
5000302693	Solar C ALARMA ACÚSTICA Y ÓPTICA	SOLARC AH398	YOADLEX	ALARM-YL-60-B-D50-R-UL	20150901		
5000302694	Solar C ALARMA ÓPTICA	SOLARC DS398	YOADLEX	FL-60-B-D50-R-UL	20150901		
5000302695	Solar C ALARMA ACÚSTICA	SOLARC AH272	YOADLEX	YA-60-B-D-UL	20150901		
5000302697	Solar C CENTRALITA	SOLARC C95-8533	DET-TRONICS	95-8533	20150901	95-8533	
5000302796	SAI 220Vac  SAI-220VAC-1	SAI-220VAC-1	SCHNEIDER	MGE-GALAXY-PW-1000		VH-50DM49003	
5000302797	SAI 220Vac  SAI-220VAC-2	SAI-220VAC-2	SCHNEIDER	MGE-GALAXY-PW-1000		VH-50DM49002	
5000305453	Bomba Diesel de CI DA-3	BOMBA1	KSB-ITUR	ETANORM-080-065-250			
5000307062	Solar F Sistema Extincion	SOLARF SISTEMAEXT	SICL-AUTOMATISMES	A70236	20111101		
